,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
477,1156.809,1027.7212,399.0149,635.49695,983.7637,664.8724,1522.1326,1148.4495,1292.7723,1319.7333
478,1168.283,1018.5793,426.0013,653.16125,988.7101,629.8013,1480.2592,1187.7423,1276.0227,1307.902
479,1140.7793,996.61774,406.56992,620.4464,952.4817,600.8437,1444.7748,1174.0076,1226.7463,1283.6653
480,1166.7266,1006.7788,413.59766,630.6227,959.4437,602.3569,1432.187,1153.1797,1230.3903,1258.8875
481,1179.6494,1009.2704,412.8547,633.9079,960.5789,603.5602,1425.3505,1148.8473,1224.2164,1241.8431
482,1181.6469,1010.2403,412.09326,635.83624,960.15985,602.228,1411.7594,1133.0985,1211.7921,1222.7323
483,1187.6056,1013.2711,412.98175,639.7013,961.8713,603.0824,1402.363,1118.6083,1204.1024,1206.9858
484,1189.8271,1015.92773,412.9064,641.4852,961.53156,603.2092,1392.8569,1101.4728,1193.9376,1193.538
485,1190.9541,1019.37103,412.94223,642.6706,961.0236,603.05914,1384.254,1084.7346,1184.4197,1182.1335
486,1191.2023,1023.14575,412.98044,643.0723,960.009,602.77734,1376.4918,1068.622,1175.1364,1172.2145
487,1190.5896,1027.2832,412.97595,642.73834,958.5845,602.3291,1369.4929,1053.0656,1166.1128,1163.4269
488,1190.1469,1031.7815,413.34357,642.2849,957.39185,602.0448,1363.494,1039.7361,1158.2991,1155.611
489,1187.9376,1035.9321,413.07327,640.5398,955.2542,601.3073,1357.9989,1025.789,1149.7933,1148.62
490,1186.6036,1040.555,413.50034,639.2722,953.9996,600.9481,1353.5042,1014.25586,1143.149,1142.2919
491,1184.0808,1044.5919,413.4703,637.06976,952.07623,600.3501,1349.519,1002.8266,1136.1854,1136.5994
492,1181.3203,1048.7576,413.52844,634.728,950.3005,599.7799,1346.0522,991.2517,1129.7654,1131.3331
493,1089.0195,802.681,531.10474,591.4024,881.9865,571.98346,1349.1586,1257.847,1191.6189,1115.2861
494,1321.5212,776.5327,707.7574,670.5071,974.07776,599.1816,1304.6885,1293.2185,1270.0203,1125.7913
495,1295.0459,731.43176,629.83844,636.4542,953.17206,560.50714,1314.8386,1239.1376,1243.2197,1171.463
496,1272.4231,716.7069,628.1097,626.34735,944.99384,552.0432,1267.6648,1135.5872,1226.396,1154.2661
497,1345.775,741.5401,656.12317,650.5363,972.88074,588.39374,1301.5487,1102.7432,1276.5928,1167.4502
498,1337.0995,751.7688,654.0647,648.0857,967.9474,600.594,1300.2518,1074.4702,1263.7567,1171.1364
499,1321.7393,755.38245,653.85126,644.6505,962.777,607.5759,1290.1945,1045.0187,1249.8328,1165.3641
500,1312.5294,758.8729,653.38275,640.9263,958.83673,614.77496,1282.4548,1022.0936,1238.5616,1160.0414
501,1301.8765,763.0384,651.3983,636.2048,954.3686,619.7571,1274.8944,1004.2227,1225.7812,1155.239
502,1291.948,768.06635,649.01447,631.7199,950.49304,623.8449,1268.989,991.49347,1214.224,1150.8661
503,1282.5608,774.20874,646.5296,627.72656,947.03204,627.6253,1264.5409,981.52454,1203.4817,1146.6509
504,1273.6609,781.45966,644.0682,624.2833,944.1481,631.15094,1261.6232,974.75824,1194.0892,1142.8418
505,1265.6847,789.7822,642.08563,621.5785,941.91595,634.6417,1259.993,970.8792,1186.2003,1139.2881
506,1255.4001,797.53613,638.3606,617.8864,938.58997,637.0649,1258.4243,965.56396,1177.3713,1135.4141
507,1246.279,805.9045,635.38586,614.9994,936.3057,639.4586,1257.7253,961.64764,1170.2203,1131.7982
508,1236.7384,813.999,631.8503,611.7308,933.7167,641.3332,1257.3429,957.85223,1163.1355,1128.3066
509,1227.4175,822.025,628.4373,608.59064,931.3422,642.8279,1257.126,954.2358,1156.5476,1124.7948
510,2369.3486,1939.1578,866.7348,1468.3694,1634.2505,1466.7112,2463.7537,2192.0051,2477.9658,1994.0177
511,2214.6458,1911.8933,826.7449,1429.8967,1561.7766,1516.756,2348.9353,1752.5481,2244.9702,1945.0533
512,2354.567,2042.8502,898.96594,1471.5765,1585.9861,1537.8727,2485.8213,2057.0193,2344.0737,2053.4287
513,2358.5857,2000.8529,878.58325,1392.4265,1568.6573,1541.2189,2441.2585,2070.6248,2316.947,2035.2511
514,2383.1887,1967.702,880.1472,1393.2303,1580.9402,1560.0132,2430.5012,2064.4163,2341.1628,2006.9913
515,2433.3213,1963.1035,886.3291,1418.3806,1599.926,1588.9617,2464.1172,2099.2732,2382.5024,2008.6019
516,2447.8298,1951.0682,881.7258,1427.2158,1605.777,1602.7322,2471.8796,2080.6633,2390.9915,2004.1682
517,2456.5078,1943.814,882.3898,1441.841,1612.4131,1611.8534,2477.9207,2063.8816,2398.8433,2001.4147
518,2451.0195,1936.4186,879.99774,1449.9725,1613.5822,1614.8291,2475.0854,2037.9899,2394.0972,1996.9512
519,2433.1445,1927.7948,875.80884,1452.3881,1610.7886,1611.4,2463.58,2006.6334,2380.933,1989.4237
520,2410.0403,1920.2169,871.4672,1451.8453,1605.7358,1604.3177,2448.333,1978.1389,2364.5947,1980.0735
521,2381.6865,1913.28,865.635,1446.7494,1597.6504,1593.6383,2429.3022,1949.9385,2344.1287,1968.3319
522,2353.1755,1908.2566,859.9849,1439.9014,1588.2878,1581.2043,2409.5781,1927.1995,2323.82,1955.1522
523,2323.517,1904.7451,853.3902,1430.1405,1576.9623,1567.0618,2388.839,1905.6381,2301.748,1940.2477
524,2295.6536,1903.4403,847.0696,1419.6094,1565.0172,1552.3184,2368.875,1888.5925,2280.6587,1924.451
525,2268.7678,1903.9586,840.4162,1407.7114,1552.1407,1537.0924,2349.3364,1873.0945,2259.1733,1907.7865
526,2243.0261,1906.2477,833.7079,1395.0979,1538.7228,1521.4996,2330.2888,1859.0011,2237.7212,1890.3962
527,1301.7378,1151.7777,441.8742,694.9676,1063.1654,675.3299,1639.9912,1359.3234,1506.7139,1374.1497
528,1129.1516,1091.6276,365.65344,599.4033,967.9525,645.77167,1523.5177,1074.8563,1248.7711,1313.8536
529,1156.167,1081.5873,400.75443,623.9133,977.1238,614.5641,1483.0012,1175.1553,1242.057,1293.4136
530,1129.3422,1048.9873,385.4772,593.99805,935.8013,583.4606,1443.8212,1175.9554,1195.6146,1256.4033
531,1159.087,1055.0154,395.60657,607.8343,945.22296,585.22125,1432.9941,1162.6614,1205.4319,1230.4934
532,1175.6586,1050.9563,397.66357,614.04443,949.3924,587.74854,1427.9481,1162.9995,1205.0323,1214.9637
533,1180.9878,1045.8855,399.34253,618.9162,952.0117,588.3587,1416.0149,1147.8113,1197.3644,1198.3773
534,1190.2417,1043.6006,402.5569,625.7461,956.56226,591.325,1407.9507,1132.6903,1193.8102,1185.411
535,1195.336,1040.946,404.62885,630.3048,958.6275,593.4034,1399.2861,1115.7692,1187.2915,1174.6716
536,1197.6218,1039.2078,405.99734,633.21094,959.2317,594.64014,1390.6414,1096.5596,1179.3931,1165.6282
537,1200.148,1038.8732,407.85956,635.9275,959.9113,595.95306,1383.0004,1079.5776,1172.6517,1157.9758
538,1200.9338,1039.0311,409.1391,637.16943,959.34045,596.7662,1375.8755,1062.9197,1165.0369,1151.3553
539,1201.0879,1040.111,410.38525,637.768,958.51025,597.35675,1369.5188,1047.4349,1157.8047,1145.5132
540,1200.0923,1041.7462,411.25812,637.35443,957.04663,597.6267,1363.8792,1032.105,1150.3138,1140.3344
541,1198.7362,1044.0837,412.11575,636.52924,955.6247,597.7897,1359.1628,1018.33844,1143.4596,1135.7662
542,1196.4094,1046.6111,412.61298,634.9342,953.80884,597.6698,1355.1001,1005.34546,1136.5818,1131.6403
543,1194.5853,1049.6931,413.48056,633.54626,952.50464,597.7785,1351.7875,994.2451,1130.9132,1127.7388
544,1643.3114,1488.1631,507.8609,905.7839,1279.1353,889.9399,1949.5106,1694.6368,1872.0409,1617.7468
545,1246.4706,1346.713,405.21747,712.2762,1100.2152,779.3965,1684.8779,1129.5221,1409.0742,1456.2695
546,1212.9249,1316.061,416.33612,700.8198,1059.906,707.02606,1628.7238,1252.2478,1382.0621,1407.6112
547,1147.9886,1263.4039,385.48154,640.16254,986.53265,651.4633,1561.6913,1236.3931,1284.4233,1346.4993
548,1151.9697,1262.5347,384.69507,634.69745,974.0385,634.6119,1532.7499,1223.1089,1264.7832,1303.9403
549,1161.8623,1264.0194,380.96823,631.3453,967.63153,627.5236,1521.8619,1226.6343,1251.6971,1282.2252
550,1162.016,1263.0583,378.35278,628.735,962.4632,620.08545,1504.0779,1211.9888,1234.998,1260.8644
551,1168.4758,1265.9778,378.5606,631.71265,963.073,617.21356,1492.9552,1199.4056,1227.0107,1244.4077
552,1171.3556,1266.1515,377.96188,633.58673,962.5291,614.56757,1481.6495,1183.6937,1216.9863,1229.9067
553,1172.3221,1265.8546,377.09848,635.13043,962.016,611.9749,1470.8942,1165.3787,1206.8241,1216.93
554,1173.0997,1265.5234,376.45862,636.7693,961.91534,609.79755,1461.1937,1147.525,1197.5509,1205.3225
555,1172.533,1264.712,375.49033,637.5478,961.2606,607.4902,1451.9257,1129.1661,1187.8132,1194.6523
556,1172.8148,1264.276,375.0888,638.781,961.39075,605.7295,1443.7349,1113.3398,1179.7925,1184.878
557,1171.5535,1263.048,374.14975,638.7899,960.61127,603.68005,1435.9125,1097.0615,1170.954,1175.9202
558,1171.1598,1262.2979,373.79837,639.275,960.68176,602.1236,1429.0919,1082.8612,1163.8451,1167.7256
559,1169.68,1260.9258,373.09732,638.79877,960.0848,600.4182,1422.7622,1068.4702,1156.3053,1160.3015
560,1167.7252,1259.711,372.40173,637.9606,959.4701,598.7057,1416.9907,1053.8802,1149.0714,1153.4915
561,2592.9343,2675.4844,2845.998,2444.3032,1964.7792,1948.3777,2990.0305,2610.6416,3203.3608,1742.6393
562,2753.9832,2545.8284,2932.8596,2536.314,1980.4705,1989.4624,3022.28,2754.5498,3414.3123,1800.0305
563,2714.4011,2485.861,2750.4597,2496.6204,1993.4313,1891.4725,3068.497,2803.1797,3383.4507,1874.6194
564,2717.5454,2457.186,2655.6877,2463.0127,1975.5865,1847.8392,3060.4563,2862.992,3366.4312,1914.0476
565,2740.4463,2468.1064,2608.1409,2461.123,1964.759,1864.3945,3095.4668,2863.7566,3354.0056,1947.8639
566,2764.4856,2491.6458,2590.3545,2478.8037,1968.201,1882.0015,3108.9553,2884.2378,3353.373,1975.8291
567,2767.1443,2514.8047,2580.274,2493.2388,1970.3362,1890.5697,3099.4622,2894.85,3344.4788,1996.8217
568,2757.078,2533.6086,2577.8748,2504.597,1970.8956,1892.81,3081.089,2897.3406,3333.958,2011.3333
569,2741.6072,2547.115,2579.9807,2512.9436,1970.6152,1891.8777,3063.2065,2896.3362,3325.411,2021.6171
570,2724.5344,2555.4468,2583.618,2518.3684,1969.5259,1889.3197,3048.1006,2892.6208,3318.149,2029.0168
571,2708.0042,2559.2969,2586.9194,2520.9648,1967.6151,1885.9402,3036.0015,2886.741,3311.1077,2034.3184
572,2694.214,2560.1895,2590.3823,2521.9082,1965.4673,1882.7352,3027.0674,2879.9219,3304.6494,2038.2013
573,2682.8499,2558.861,2593.0815,2521.0835,1962.808,1879.7775,3020.49,2872.1135,3298.0046,2040.9667
574,2675.1062,2556.5298,2596.2795,2519.826,1960.3951,1877.6486,3016.3381,2864.8708,3292.44,2043.1373
575,2669.137,2553.3547,2598.6265,2517.4407,1957.4865,1875.9207,3013.3718,2856.7583,3286.419,2044.6409
576,2665.398,2549.9023,2600.9531,2514.7573,1954.6256,1874.7993,3011.5518,2848.8235,3280.8335,2045.738
577,2663.4827,2546.452,2603.2073,2511.9077,1951.8196,1874.2766,3010.6748,2841.276,3275.7568,2046.6119
578,982.50336,668.09454,988.40076,495.33987,744.9479,541.38306,1039.0597,989.30756,834.35126,930.7481
579,1532.3333,1227.1993,1792.0227,657.8144,999.85236,628.2285,1157.0624,1527.9038,1050.1768,1124.1064
580,1313.9432,1069.426,1374.2183,544.85846,976.34,530.89026,1186.3516,1435.4065,1016.2593,1179.3589
581,1352.7128,1082.2377,1392.8563,580.2218,1021.8707,544.87836,1215.424,1406.3735,1084.459,1165.4663
582,1372.1176,1099.773,1419.2322,596.4735,1047.1389,579.4669,1262.8256,1355.3129,1140.7987,1164.0131
583,1329.1207,1086.7639,1369.8893,590.255,1035.8821,588.1497,1276.5754,1304.5692,1147.7915,1147.5652
584,1301.8226,1075.4648,1334.4363,588.74506,1026.338,596.20764,1280.2036,1266.1207,1145.2833,1131.6383
585,1277.9966,1061.9412,1302.0321,584.2179,1015.9487,602.9148,1278.2751,1234.7325,1136.2512,1118.942
586,1257.7751,1051.7462,1275.1113,579.9615,1007.5718,608.5027,1274.6417,1210.6019,1124.427,1109.7278
587,1237.6157,1041.1881,1248.9935,574.3995,999.2901,612.3807,1269.6638,1189.1244,1110.3872,1102.6309
588,1219.8835,1031.9116,1226.5156,569.0572,992.707,615.4644,1264.8896,1170.8317,1096.8966,1098.1293
589,1201.0977,1020.7657,1203.9648,562.41,985.4673,616.8779,1259.2063,1149.4062,1082.2988,1094.8188
590,1185.8168,1011.1713,1186.5645,556.6053,980.1344,618.20807,1254.4706,1129.4438,1069.6051,1094.0734
591,1173.7318,1002.8868,1172.7391,551.03125,975.7646,619.27246,1251.2672,1112.0359,1058.7812,1095.7615
592,1161.7549,993.5759,1159.3334,544.86194,970.5082,619.14105,1247.6584,1093.0925,1047.7266,1097.8158
593,1152.0175,984.946,1148.6906,539.26196,965.9961,618.82074,1244.478,1075.1714,1038.01,1100.815
594,1143.8776,976.7768,1139.7657,533.82166,961.7005,618.2222,1241.8816,1057.7452,1029.2472,1104.6355
595,2572.996,2083.545,1533.4719,1902.2358,1749.406,1770.6975,2644.0076,2313.089,2681.5579,1994.8462
596,2638.7568,2247.8665,1614.0773,2054.4053,1700.4158,1843.449,2682.228,2315.192,2765.0327,1990.5112
597,2779.9927,2473.2544,1592.4648,2075.6904,1757.6554,1948.4912,2963.2278,2594.9321,2860.7283,2094.3591
598,2935.172,2513.1108,1609.8678,2101.8584,1797.284,2038.4519,3040.6335,2719.8372,2918.4233,2136.0708
599,3017.7493,2537.6157,1616.2634,2141.8442,1822.1542,2101.2112,3036.4229,2718.9297,2941.85,2168.005
600,3061.4387,2564.3867,1619.9242,2181.3806,1846.1056,2140.2314,3024.6855,2741.2925,2967.8054,2207.072
601,3064.3657,2584.7854,1608.9725,2200.4353,1857.7899,2160.0146,2998.2869,2735.1777,2970.328,2241.442
602,3051.1907,2595.909,1597.2086,2209.5632,1865.4362,2170.7366,2973.6213,2720.1406,2963.911,2268.7024
603,3030.8596,2599.4983,1583.2609,2209.2876,1869.3523,2176.754,2953.941,2698.5178,2950.3984,2289.3215
604,3010.624,2596.7441,1569.2856,2202.9673,1871.7372,2180.648,2939.5435,2675.5806,2934.3713,2304.736
605,2991.8826,2589.4756,1555.2018,2192.269,1872.7686,2183.6304,2928.1729,2649.9597,2916.484,2315.5493
606,2974.731,2579.118,1541.1343,2178.553,1872.8096,2186.1848,2918.168,2622.2444,2897.8423,2322.4941
607,2960.0012,2567.0745,1527.672,2163.3733,1872.4388,2188.8677,2909.0164,2594.9753,2880.03,2326.7268
608,2945.858,2554.072,1513.9396,2146.6504,1871.0365,2191.1963,2898.922,2566.1812,2862.0889,2328.382
609,2933.23,2540.939,1500.9891,2129.797,1869.3057,2193.596,2888.433,2538.5776,2845.5042,2328.288
610,2922.275,2528.478,1488.9451,2113.3489,1867.2865,2196.0847,2877.592,2513.3184,2830.6343,2327.0862
611,2911.2344,2516.6711,1476.8813,2096.6633,1864.3954,2197.9146,2865.6145,2488.5347,2816.2224,2324.603
612,2551.245,2781.579,3207.255,2447.253,1977.6348,1863.5837,2992.6882,2736.5295,3214.0996,1580.172
613,2581.6265,2484.6367,3193.1243,2401.2212,1933.386,1860.4691,2862.0107,2756.534,3199.1487,1567.0583
614,2610.1604,2358.164,3001.932,2391.1853,1987.8215,1766.0571,2908.574,2783.5774,3268.0498,1647.5972
615,2621.285,2305.0369,2824.9102,2370.504,1978.7903,1686.2919,2904.5486,2854.7197,3321.061,1699.4761
616,2665.4866,2324.7979,2749.5598,2392.0742,1977.0632,1696.9445,2969.4934,2838.2612,3370.3657,1749.7062
617,2706.1663,2359.5586,2711.9175,2420.9536,1981.8854,1724.5612,3023.6128,2846.4143,3405.998,1789.2994
618,2723.5566,2393.3433,2691.5217,2444.9043,1984.0133,1746.8312,3041.6052,2849.81,3413.3547,1817.0894
619,2725.1973,2421.3938,2682.9792,2463.2837,1984.6897,1760.9268,3038.8557,2852.5342,3411.049,1837.4141
620,2715.4546,2441.9814,2677.8213,2474.8594,1983.2554,1767.9908,3027.391,2852.289,3404.104,1852.889
621,2702.072,2456.3545,2675.383,2482.691,1981.3328,1771.1301,3014.4534,2851.0215,3396.7937,1865.3584
622,2687.7039,2465.3596,2673.3625,2487.1914,1978.7509,1771.8442,3002.2412,2848.9246,3388.9658,1875.6779
623,2674.484,2470.5127,2671.6194,2489.4382,1975.7883,1771.3654,2991.5498,2846.0308,3380.6978,1884.3716
624,2663.1946,2472.9983,2670.144,2490.0469,1972.5197,1770.4578,2982.5015,2842.2776,3372.0151,1891.7346
625,2655.2869,2474.0535,2669.9873,2490.2778,1969.6996,1769.9225,2975.8066,2839.3835,3364.6191,1898.3608
626,2649.6978,2474.012,2670.3008,2489.9053,1966.9282,1769.6124,2970.6611,2836.7559,3357.7632,1904.3242
627,2645.209,2473.0452,2670.3887,2488.6526,1963.7904,1769.2761,2966.0574,2833.1016,3350.3242,1909.4567
628,2642.6248,2471.7686,2671.1125,2487.351,1960.8948,1769.3579,2962.582,2829.542,3343.6023,1914.1029
629,1029.5742,703.2721,635.5551,550.259,809.3319,547.0004,1219.1368,1179.3087,1041.1956,1016.2428
630,1296.0012,755.5187,872.2455,609.7863,923.36664,545.71265,1191.8011,1331.916,1130.466,1066.3231
631,1194.5342,680.85944,714.4483,540.11957,887.8499,478.5703,1203.7017,1222.3695,1114.2373,1121.7471
632,1193.5358,669.87524,715.34753,544.3387,903.35986,484.38452,1185.5084,1092.1101,1129.6069,1122.6757
633,1271.3806,695.15155,744.3508,570.18085,941.8806,527.5775,1232.0033,1050.6853,1190.107,1148.0735
634,1269.3982,705.68353,736.93536,571.71155,941.4868,545.1707,1239.4406,1018.92004,1185.2249,1155.4983
635,1259.6066,709.0404,730.2499,571.296,937.40906,556.634,1233.8574,988.8489,1174.18,1150.8956
636,1253.7994,712.27844,725.02094,570.2486,934.0726,566.73627,1228.122,967.91205,1165.3467,1145.4943
637,1245.9669,716.625,719.3675,568.23773,930.2375,574.1138,1222.573,953.4075,1155.5143,1140.4825
638,1239.6515,722.8271,716.05194,567.09644,927.80853,580.7759,1218.5906,945.1448,1147.5087,1136.0544
639,1231.8685,729.43884,712.15826,565.4008,925.01404,586.30133,1215.7567,939.1948,1139.5614,1131.9332
640,1223.3574,736.3516,708.1834,563.69745,922.5168,591.1006,1213.9077,934.07196,1132.2203,1128.1039
641,1215.0973,743.60376,704.45966,562.16235,920.54987,595.595,1213.2053,929.8822,1125.9178,1124.8647
642,1207.6816,751.36224,701.66174,561.0261,919.163,599.9701,1213.2777,926.96234,1120.5988,1122.0911
643,1199.2076,758.4626,697.8164,559.2292,917.1599,603.446,1213.5763,924.2072,1115.1703,1119.3925
644,1191.1013,765.43,694.5492,557.64343,915.438,606.62415,1213.817,920.7219,1110.0308,1116.5875
645,1183.3973,772.2399,691.437,555.95105,913.8389,609.4581,1214.4254,917.42676,1105.367,1114.1445
646,2571.0742,2757.819,3084.5303,2473.3018,1982.809,1915.4253,3008.6533,2675.9214,3242.083,1643.9358
647,2631.9187,2508.1863,3088.972,2460.1074,1952.9874,1916.9752,2919.1558,2735.7908,3283.8516,1652.1958
648,2581.8184,2382.756,2923.4773,2406.8162,1962.5499,1781.3069,2852.0195,2759.3535,3219.4082,1696.3271
649,2587.5027,2318.5322,2762.866,2362.3208,1946.6217,1703.6243,2861.6365,2841.348,3263.4338,1742.0018
650,2629.4177,2320.3293,2665.9807,2366.1638,1943.4082,1709.7917,2942.8118,2834.1265,3308.9897,1788.8431
651,2691.5737,2360.015,2645.4185,2408.8738,1958.0653,1745.8422,3008.549,2835.8484,3350.3364,1826.4772
652,2722.0583,2395.5405,2629.7932,2438.093,1967.602,1772.1824,3041.2478,2851.7852,3373.019,1856.7161
653,2730.4163,2425.4229,2623.1309,2460.187,1972.4324,1787.7826,3045.2646,2859.2407,3378.378,1878.7683
654,2725.9805,2448.709,2621.265,2475.646,1974.5051,1795.9579,3038.303,2862.9863,3377.6914,1895.6263
655,2713.5166,2464.9368,2619.012,2484.6082,1973.9678,1798.8856,3027.6814,2862.5454,3372.771,1908.8113
656,2699.225,2475.5234,2617.0518,2489.85,1972.3718,1799.2023,3017.1375,2860.2473,3366.3208,1919.4333
657,2685.5796,2481.8594,2615.2744,2492.4543,1970.0363,1798.3582,3007.7341,2856.714,3358.864,1928.108
658,2674.3625,2485.442,2614.495,2493.6975,1967.5405,1797.3729,3000.0376,2852.9236,3351.474,1935.3932
659,2664.919,2486.7688,2613.6536,2493.3591,1964.5536,1796.2351,2993.502,2848.4329,3343.5784,1941.4637
660,2658.145,2486.8267,2613.6292,2492.5002,1961.6821,1795.4314,2988.3962,2844.185,3336.27,1946.706
661,2653.2422,2485.9355,2613.8086,2491.002,1958.7013,1794.8673,2984.2725,2839.84,3329.1711,1951.2378
662,2649.9106,2484.4668,2614.2131,2489.118,1955.6768,1794.5569,2980.849,2835.3137,3322.274,1955.1604
663,2568.2148,2290.92,2069.081,2127.223,1822.631,1853.9985,2767.9495,2420.5562,2851.3496,1908.0822
664,2753.8782,2438.4304,2229.264,2335.1003,1836.7211,1913.9371,2900.4827,2604.446,3137.2673,1969.5403
665,2850.13,2565.799,2156.8313,2354.4182,1898.4677,1957.326,3150.665,2807.4807,3225.4275,2076.908
666,2954.6858,2586.7803,2170.1619,2392.138,1928.8214,2006.4417,3206.5283,2923.2783,3262.6238,2113.3955
667,2983.6875,2610.7083,2162.7896,2421.083,1935.8934,2037.7708,3197.058,2935.134,3254.54,2139.6548
668,2973.4182,2632.1091,2142.3203,2438.5193,1941.9283,2042.5562,3167.8599,2951.1506,3243.9373,2166.9985
669,2944.2446,2648.4438,2112.846,2443.2366,1943.4506,2036.6564,3139.4893,2956.5232,3224.4775,2192.0356
670,2915.469,2660.059,2086.205,2443.998,1944.6699,2029.25,3119.124,2959.5278,3205.6648,2213.7952
671,2890.6938,2668.379,2062.503,2441.7432,1945.068,2022.9106,3105.1711,2959.381,3187.7615,2232.3289
672,2870.9214,2674.092,2042.2589,2437.688,1944.8752,2018.4172,3095.9148,2955.9158,3171.313,2247.7488
673,2855.788,2677.6738,2025.3663,2432.5947,1944.1686,2015.9469,3089.993,2949.515,3156.4194,2260.2412
674,2844.459,2679.5505,2011.3115,2426.9233,1943.0233,2015.3337,3086.2334,2940.6997,3142.974,2270.1611
675,2835.3945,2679.9697,1999.0994,2420.6047,1941.1469,2016.1903,3083.3657,2928.7102,3130.0205,2277.6326
676,2829.089,2679.4033,1988.8451,2414.3965,1939.2297,2018.6091,3081.6484,2916.042,3118.6013,2283.4873
677,2824.468,2678.1418,1979.5131,2408.0132,1936.9215,2022.1624,3080.191,2902.2913,3107.8125,2288.0374
678,2820.7627,2676.375,1970.6152,2401.3867,1934.1428,2026.591,3078.4875,2887.0413,3097.0815,2291.4253
679,2817.8203,2674.316,1961.9526,2394.591,1931.0275,2031.8667,3076.6152,2870.6995,3086.4143,2293.9324
680,1290.0303,1071.24,478.1943,701.86536,1044.623,677.2727,1598.8579,1399.8866,1473.7592,1328.9851
681,1207.2649,958.69885,433.578,651.89355,987.96765,656.8596,1504.4635,1212.4136,1323.3224,1298.1537
682,1218.8938,936.42535,457.6724,671.4061,991.3184,630.48535,1454.6223,1209.2191,1288.273,1288.7102
683,1189.51,908.1595,444.42172,643.65594,961.75793,604.5515,1407.9847,1174.8212,1247.4004,1260.309
684,1226.4563,913.9979,455.55902,658.73413,973.5106,614.2232,1400.8921,1147.1509,1260.8157,1238.2258
685,1238.0417,912.95355,456.71777,662.47504,974.7705,618.4628,1392.1268,1134.0024,1253.3722,1223.1968
686,1239.902,912.61176,458.03024,664.4425,974.39154,619.8653,1378.6206,1112.0045,1241.0682,1207.174
687,1245.2281,915.3041,460.66833,667.2103,975.12823,622.925,1369.3856,1092.1171,1232.5157,1194.707
688,1246.9075,919.0224,462.2954,667.7887,973.92676,624.95135,1360.6488,1073.2433,1221.9945,1184.7139
689,1247.4147,923.87317,463.94965,667.66376,972.34326,626.46185,1352.9729,1057.5571,1212.2252,1176.2423
690,1245.8586,929.3231,464.8513,666.1421,969.56586,627.38947,1346.035,1041.7908,1201.6909,1168.6531
691,1244.556,935.9397,466.19153,664.7502,967.2752,628.33435,1340.4048,1029.0248,1192.7549,1161.8829
692,1242.0804,942.71454,467.07083,662.56335,964.5071,628.9199,1335.6202,1017.9277,1183.9423,1155.744
693,1238.3563,949.5527,467.5231,659.7215,961.43646,629.0786,1331.3622,1006.98553,1175.2145,1149.9116
694,1234.3495,956.62994,467.9145,656.71375,958.638,629.1336,1327.9896,996.9905,1167.3313,1144.5695
695,1229.5592,963.54675,467.95303,653.25635,955.7815,628.905,1325.2362,987.6855,1159.7688,1139.6592
696,1224.7029,970.3993,468.05228,649.83417,953.251,628.63495,1322.978,979.3219,1152.9952,1134.9587
697,1773.3109,1581.4921,550.03345,996.2418,1352.3242,980.72754,2050.3386,1822.8352,1999.1082,1694.2063
698,1391.5731,1446.7292,455.80746,817.668,1197.1162,885.4092,1811.3588,1250.6823,1566.3431,1555.4763
699,1372.434,1430.8632,479.65277,820.82697,1162.2743,817.4462,1761.6237,1375.4258,1558.5881,1518.9779
700,1292.115,1354.5823,446.3676,750.2536,1081.417,756.43353,1673.8041,1346.7794,1448.018,1446.2329
701,1292.4218,1336.8724,445.99948,744.5696,1061.6953,737.8978,1632.1917,1326.6827,1422.8981,1391.7025
702,1311.4955,1333.8733,445.55945,746.46436,1053.8835,733.5777,1618.4254,1333.8251,1412.4559,1367.229
703,1313.9811,1327.0929,443.5607,744.00287,1043.9753,726.3839,1594.934,1315.0703,1391.292,1343.5256
704,1322.9637,1327.291,445.38132,748.5944,1041.4645,723.67645,1579.112,1299.9076,1381.0741,1324.8263
705,1325.9424,1325.0504,445.6934,750.78723,1037.5402,720.73663,1562.9845,1281.0094,1367.1698,1307.6914
706,1326.3711,1322.8904,445.82202,752.57526,1034.1932,717.67346,1547.4882,1261.2936,1353.6403,1291.3851
707,1325.1284,1320.9326,445.6126,753.4868,1030.8407,714.6267,1533.074,1241.4911,1339.9667,1276.1315
708,1322.4586,1319.2938,445.1213,753.46625,1027.4423,711.3813,1519.5278,1222.5325,1326.375,1261.7622
709,1319.8451,1318.2881,444.83865,753.23914,1024.5782,708.4086,1507.3522,1206.2588,1314.0582,1248.385
710,1316.289,1317.3071,444.29822,752.05743,1021.521,705.3995,1496.065,1190.6455,1301.8555,1235.865
711,1311.8981,1316.6543,443.5734,750.08746,1018.4306,702.33484,1485.72,1174.968,1289.98,1224.2075
712,1307.9489,1316.6461,443.17767,748.1514,1015.9825,699.6598,1476.8315,1161.5449,1279.654,1213.6216
713,1303.4509,1316.4819,442.6997,745.59454,1013.4553,697.0678,1468.7964,1149.0232,1269.7672,1203.8607
714,1187.1199,958.3663,475.0105,641.2777,970.6025,619.9646,1490.7997,1293.5518,1347.5973,1240.3219
715,1374.414,915.1781,577.6756,732.338,1039.6334,683.0914,1474.7471,1293.6115,1409.5553,1254.9077
716,1378.817,870.1197,557.89984,733.7016,1020.4819,659.4955,1446.5211,1287.1798,1351.7798,1259.0724
